IDENT,Inspection,Maintenance,TimeCost
105035,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,LEAK CK GOOD.,7.787994243605999
105036,"3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,0.9072724437428159
105037,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL.,REPLACED W/ BIGGER RIVET.,1.8446705365347005
105038,"#2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,2.753743036357832
105039,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,PARTIALLY REMOVED #3 CYL BAFFLING SECURED SCREWS & OIL,6.659933352160672
105040,L/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,1.9343903788421113
105041,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,TIGHTENED RIVETS ON SEAL.,4.563739957928474
105042,"R/H ENG #2, 3 INTAKE LEAKING.",REMOVED & REPLACED GASKETS.,8.327347189895235
105043,#2 INTAKE LEAKING ON L/H ENGINE.,REPLACED #2 INTAKE GASKET.,5.2097554679566045
105044,FWD BAFFLE SEAL LOOSE @ #1 CYL.,RESECURED BAFFLE MATERIAL.,6.387084869936885
105045,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,2.5704341215432205
105046,ROCKER COVER SCREW MISSING ON #2 CYL.,INSTALLED NEW SCREW ON ROCKER COVER.,7.778748814530079
105047,OIL LEAK DISCOVERED ON #2 CYL.,INSTALLED NEW #2 ROCKER BOX COVER GASKET. RESAFETIED BO,2.8466576048600887
105048,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,8.212505691006712
105049,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE.,REPLACED LEAKING ROCKER COVER GASKET.,0.5005640899891717
105050,"HIGH CYLINDER HEAD TEMPS, OVER 400*.",CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS,2.815904847855345
105051,#4 CYL ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,7.664327315181897
105052,OIL COMING OUT OF TOP L/H COWLING.,"RAN UP A/C, LEAK CK GOOD.",7.664479365493219
105053,OIL COMING OUT OF TOP L/H COWLING.,REMOVED COWLING. CLEANED ENGINE.,5.612659281366293
105054,OIL COMING OUT OF TOP L/H COWLING.,"PERFORMED GROUND RUN, VERIFIED OIL LEAKAGE @ LIFTING EY",7.277455988264015
105055,R/H ENGINE OVER TEMP 503*.,PERFORMED GROUND RUN; ALL SYSTEMS CK GOOD. CK'ED COMPRE,0.37831613002640263
105056,"#2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.,9.954370030931129
105057,INTAKE GASKET LEAKING ON L/H ENG #4 CYLINDER.,REMOVED & REPLACED W/ NEW GASKET.,1.446855079459246
105058,L/H ENGINE #2 CYL COMPRESSION LOW.,"RAN A/C, LEAK CK GOOD.",6.238241695432864
105059,R/H ENGINE #4 CYL AFT BAFFLE HAS SCREW MISSING.,REPLACED SCREW.,5.640911632289494
105060,L/H ENGINE #2 CYL COMPRESSION LOW.,"REMOVED FWD EXHAUST ASSY, #2 CYL & BAFFLES, R/H SIDE IN",0.22116999558759898
105061,"FWD BAFFLE, BY #2 CYL, CRACKED.",STOP DRILLED CRACK.,6.702994193941833
105062,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,5.940473138834161
105063,#4 CYL INTAKE LEAK.,REMOVED & REPLACED GASKET.,3.3851392218860257
105064,PROP STRIKE REQUIRING REPLACEMENT OF PROP,REMOVED COWL. REMOVED ACCESSORY HOUSING. REMOVED CRANKS,9.20687325602206
105065,PROP STRIKE REQUIRING REPLACEMENT OF PROP,"ASSEMBLED ACCESSORY CASE, INSTALLED FUEL PUMP, VAC PUMP",7.402896610800634
105066,INTAKES 2 & 4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,2.8871314970898645
105067,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS.",PULLED & ANALYZED SD CARD TO FIND TOP OVERSPEED OF 2722,7.022725767615812
105068,#4 CYLINDER BAFFLE SECTION DAMAGED.,REMOVED & REPLACED BAFFLE.,7.2719707502489275
105069,ENG GROUNDING BOLT LOOSE.,TIGHTENED BOLT.,1.2700478769694645
105070,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,9.716087871743756
105071,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE.,TIGHTENED ALL HOSE CLAMPS.,3.640267324727071
105072,"2, 3 & 4 INTAKES LEAKING.",REMOVED & REPLACED GASKETS.,0.5781419407283228
105073,#1 CYLINDER BAFFLE SEAL NEEDS TO BE SECURED.,RESECURED SEAL W/ POP RIVETS.,8.95778027823133
105074,"L/H ENG, #3 ROCKER COVER GASKET LEAKS.",REMOVED & REPLACED GASKET.,6.101751902930688
105075,L/H ENG BAFFLE SEAL LOOSE BY #4 CYL.,RIVETED BAFFLE SEAL TO BAFFLE.,4.334420919985225
105076,STANDOFF ON CYL #3 BROKEN.,REMOVED & REPLACED STANDOFF.,0.372604225976646
105077,2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,5.590058607958948
105078,BOTH ENG BAFFLE PLUGS ARE WORN.,INSTALLED 2 NEW PLUGS.,5.816596139000988
105079,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE.,APPLIED RTV TO WORN AREAS & SECURED LOOSE SECTION.,4.943139768166441
105080,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V",MAG TIMING CK'ED GOOD. BORE SCOPED CYL #4; NO DEFECTS N,4.8287401803177845
105081,"DURING FLIGHT, L/H ENGINE WAS RUNNING ROUGH. COULD NOT GET V","PERFORMED GROUND RUN, NO DEFECTS NOTED. PULLED ENGINE D",2.53345241276147
105082,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN.",RAN A/C & FOUND LOW IDLE SPEED. ADJUSTED IDLE SPEED. OP,4.807380049802585
105083,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,4.406302590307361
105084,L/H ENG #2 & 4 INTAKE GASKETS LEAK.,REPLACED BOTH INTAKE GASKETS.,9.86086640718876
105085,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,7.1393851894507865
105086,BAFFLE SEAL IS LOOSE ON FWD BOTTOM R/H SIDE.,SECURED BAFFLE SEAL.,9.238968055406417
105087,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,9.89098706422814
105088,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R,RAN UP ENGINE. COULD NOT DUPLICATE DISCREP. ENGINE RUNS,1.1098862153084343
105089,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,REASSSEMBLED CYL.,0.4462652448690063
105090,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,LEAK & OPS CK GOOD.,7.638534360667285
105091,STUCK VALVE ON #3 CYL. DAMAGE TO PUSH ROD & HOUSING.,"REMOVED CYL ASSY, INSTALLED NEW CYL ASSY USING SERVICEA",8.536361424957878
105092,#3 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,9.11108332895964
105093,SNIFFLER VALVES DIRTY.,CLEANED SNIFFLER VALVES.,3.747403552041356
105094,#4 CYL INTAKE GASKET LEAKS.,REPLACED GASKET.,7.295719518543509
105095,#2 & 4 UPPER LEADS NEED TO BE SECURED AT BATT COOLING.,USED TIE WRAP STAND OFF & SECURED.,9.447793937747921
105096,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,3.6251608563264535
105097,R/H ENG #2 INTAKE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,2.0557984603166233
105098,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO,INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.,2.370466749387524
105099,#2 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,5.015174808937541
105100,#3 & 4 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,1.6638221760762828
105101,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,2.483646115860314
105102,OVERSPED PROP TO 2720 RPM FOR APPROX 1 SECOND.,REMOVED DATA CARD FROM A/C & DOWNLOADED DATA. C/W LYCOM,3.371464408942236
105103,R/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,2.165733711524398
105104,#2 FRONT BAFFLE IS CRACKED.,STOP DRILLED CRACK.,5.344326285517608
105105,R/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,INSTALLED A RIVETED PATCH.,9.50509175391783
105106,#1 CYLINDER BAFFLE UNSECURE.,SECURED W/ RIVETS IN 4 PLACES.,8.014919058350703
105107,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,3.6662651384063807
105108,#4 INTAKE LEAKING.,REPLACED GASKET.,3.1460549154522077
105109,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,3.086106858948364
105110,ROUGH RUNNING ENGINE ON START UP.,"FOUND #2 EXHAUST GUIDE TIGHT, W/ CARBON. REAMED ALL EXH",5.095688889819669
105111,#2 & 3 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,0.08409757920088246
105112,IMPELLER IS DIRTY.,CLEANED IMPELLER.,2.7273682020678223
105113,PROP WAS OVERSPED TO 2720 FOR 6 SECONDS.,"REMOVED DATA CARD & REVIEWED INFORMATION, FOUND OVERSPE",8.565436270679012
105114,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",REMOVED TORN BAFFLE SEAL.,4.004099355304729
105115,R/H #2 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,2.2957967601349303
105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",MADE NEW SEALS & INSTALLED.,5.451607253767153
105117,R/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,1.8824850850854025
105118,L/H ENG O/B BAFFLE TIE ROD BROKEN.,INSTALLED NEW BAFFLE TIE ROD.,5.715404023093955
105119,"R/H #1, 3 OIL RETURN LINES LOOSE.",REPOSITIONED & TIGHTENED #1 & 3 OIL RETURN LINE CLAMPS.,7.773671778171689
105120,#1 INTAKE LEAKING.,REMOVED & REPLACED GASKET. LEAK CK GOOD.,1.4460045671216915
105121,FWD R/H BAFFLE NEEDS TO BE SEALED.,SEALED BAFFLE.,2.5037217785402044
105122,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,7.299635946285726
105123,UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LE,"RAN A/C, PERFORMED FOULED PLUG PROCEDURE. OPS GOOD. RAN",3.1587509897813626
105124,"FWD BAFFLING, AFT OF ALTERNATOR, IS CRACKED.",STOP DRILLED CRACK.,9.520927443716683
105125,R/H BAFFLE SPRING PULLED THROUGH AFT BAFFLING.,DRILLED NEW HOLE & INSTALLED NEW SPRING.,7.766360627370198
105126,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,7.627626933865775
105127,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,3.855879343320574
105128,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,9.907775698518307
105129,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,7.9265591202982755
105130,#3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,8.97784181328133
105131,L/H BAFFLE CRACKED BY #3 CYL.,STOP DRILLED CRACK.,7.812935653626987
105132,L/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,4.933387692530264
105133,"L/H ENGINE RUNS @ 2700, R/H ONLY 2600.",ADJUSTED FINE ADJUSTMENT SCREW ON GOVERNOR 4 TURNS COUN,4.356118914502256
105134,#1 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,3.250421793565288
105135,#1 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,8.075810419222451
105136,ENGINE BAFFLE SEAL LOOSE BY #1 CYLINDER.,RESECURED BAFFLE SEAL.,8.881831315644876
105137,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENG",PERFORMED GROUND RUN; UNABLE TO DUPLICATE. PERFORMED CO,0.3992031932094431
105138,ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM,"RAN A/C, PERFORMED MAG CK SEVERAL TIMES - NO DEFECTS. R",8.914803791232583
105139,OIL BREATHER LEAKING.,"REMOVED COWLING & CLEANED ENGINE. RAN A/C, FOUND ACCESS",0.868264289684535
105140,OIL BREATHER LEAKING.,"REMOVED OIL SUMP, REPLACED GASKET, REINSTALLED OIL SUMP",9.584978451512372
105141,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,2.0413331295744372
105142,PROP OVERSPEED TO 2630.,INSPECTED DATA FROM FDM CARD. FOUND TO BE 2667.8; WHICH,8.698552062744621
105143,#3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.,1.9560777266703189
105144,R/H FWD ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,0.6364164070314926
105145,R/H BAFFLE BY #1 CYL CRACKED.,STOP DRILLED CRACK.,9.550641942648175
105146,"R/H #1, 2 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,6.232313612832037
105147,L/H ENG #2 CYLINDER COMPRESSION LOW.,OPS & LEAK CK GOOD.,6.17677304959526
105148,L/H ENG #2 CYLINDER COMPRESSION LOW.,REMOVED HARDWARE & ATTACHING COMPONENTS TO #2 CYL. REMO,1.5797284751655516
105149,OIL COOLER WEATHER STRIPPING LOOSE.,REATTACHED WEATHER STRIPPING.,0.48190049535203117
105150,BAFFLING CRACKED ON #1 CYLINDER.,STOP DRILLED CRACK.,5.668262697937257
105151,#2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,8.245191314099692
105152,#3 ROCKER BOX COVER GASKET LEAKING.,REPLACED #3 ROCKER BOX GASKET.,6.524241442681897
105153,R/H REAR ENGINE BAFFLE MOUNT RIVETS BROKEN.,REMOVED CYL #3 AFT BAFFLE. REPLACED DAMAGED FASTENERS &,9.621541716299353
105154,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,1.7861522494023196
105155,ROCKER COVER SCREW IS MISSING.,REPLACED MISSING SCREW.,2.528327027917461
105156,#2 CYL INTAKE LEAKING.,REMOVED & REPLACED GASKET.,0.11845127683048684
105157,L/H #4 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,9.475320975422349
105158,"AFTER ENGINE START, ENGINE WAS RUNNING ROUGH BELOW 1000 RPM.","RAN A/C, NO DEFECTS NOTED. PERFORMED  PHASE 4 INSP.",2.3672559446868524
105159,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,4.713518664956604
105160,L/H O/B BAFFLE TIE ROD BROKEN.,REPLACED TIE ROD.,6.273513459830408
105161,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD.,FABRICATED BAFFLE OF LIKE MATERIAL & INSTALLED.,2.075966072584221
105162,L/H FWD BAFFLE CRACKED.,REPAIRED BAFFLE W/ DOUBLER.,7.034546711750275
105163,L/H FWD BAFFLE CRACKED.,REINSTALLED REPAIRED BAFFLE.,2.362529141721146
105164,L/H FWD BAFFLE CRACKED.,REMOVED BAFFLE (EXTRA TIME NEEDED FOR PAPERWORK ERRORS),8.468873433984342
105165,FWD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE.,INSTALLED NEW BAFFLE SEAL.,6.7314989171873085
105166,R/H REAR BAFFLE HAS SHEARED RIVET.,"REMOVED BAFFLE, DRILLED OUT RIVETS & REINSTALLED W/ SCR",8.02917810862632
105167,"#1, 3 & 4 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED GASKETS.,6.487166371474009
105168,R/H ENG AFT BAFFLE CRACKED NEAR OIL COOLER.,STOP DRILLED CRACK.,4.359997596441058
105169,"R/H ENG, R/H BAFFLE TIE ROD REQUIRES ADJUSTMENT.",ADJUSTED TIE ROD.,9.012231509142437
105170,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,3.795606378754528
105171,#1 CYLINDER WIRE STANDOFF IS BROKEN.,REMOVED & REPLACED STANDOFF.,6.935524482216929
105172,#3 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,2.928797427386034
105173,#3 CYL PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.,LEAK CK GOOD.,9.598673013736454
105174,ENGINE RPM WOULD NOT STABILIZE. CONSTENTLY VARYING & STUDDER,COULD NOT DUPLICATE DISCREP.,6.0379794028925415
105175,#3 CYL PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.,"INSTALLED NEW SEALS ON PUSH ROD TUBE, REASSEMBLED.",0.8467342936431799
105176,"DURING ENTIRE FLIGHT L/H RPM WOULD INCREASE SIGNIFICANTLY, R","PERFORMED FULL GROUND RUN, OPS CK'ED GOOD. INSP L/H ENG",9.492959833891895
105177,"INTAKES #2, 3, 4 LEAKING.",REPLACED INTAKE GASKETS.,0.7668022615335524
105178,#1 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED GASKET.,8.02238707747589
105179,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,"REMOVED ENGINE BAFFLE, TIGHTENED SCREWS & REINSTALLED E",9.552211634812114
105180,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,4.667947916685859
105181,SNIFFLER VALVES DIRTY.,CLEANED SNIFFLER VALVES.,7.08523251594968
105182,ENGINE AIR FILTER DIRTY.,REMOVED & REPLACED ENGINE AIR FILTER. NEXT DUE 7/31/17,7.565476995319488
105183,OIL PRESSURE SENDER GROUND STRAP NOT CONNECTED.,RECONNECTED OIL PSI SENDER GROUND STRAP.,0.5796867791363913
105184,BOTH BAFFLE PLUGS BROKEN.,REPLACED BOTH BAFFLE PLUGS.,1.0502120624630673
105185,BAFFLE SEAL BY #1 CYL LOOSE.,RIVETED BAFFLE SEAL TO BAFFLE.,9.15041027947138
105186,#1 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,9.555467693971186
105187,L/H ENG #2 & 3 INTAKE GASKETS LEAKING.,REPLACED BOTH GASKETS.,4.622595754950188
105188,#2 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,6.079608771261923
105189,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,4.8769540337997945
105190,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,1.3538421072210838
105191,BAFFLE WIRE BROKEN.,REMOVED & REPLACED BAFFLE TIE.,0.28541298382592006
105192,"BRACKET FOR BAFFLE, BEHIND OIL TUBE, CRACKED.",REMOVED & REPLACED BRACKET.,1.5872613217034048
105193,#4 CYL AFT BAFFLE CRACKED.,DRILLED OFF CRACKED PORTION OF BAFFLE. FABRICATED PIECE,4.799056377351735
105194,#3 CYL SIDE & AFT BAFFLES CRACKED.,FABRICATED PATCH OF LIKE MATERIAL ON AFT BAFFLE & RIVET,5.798897660205707
105195,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,5.481676762937454
105196,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,3.1149967071284834
105197,R/H AFT BAFFLE SCREW LOOSE.,RESECURED SCREW.,9.113166038794327
105198,DURING CLIMB OUT THE ENGINE RAN ROUGH. SPUTTERING WAS ALSO N,"PERFORMED GROUND RUN OF A/C, NO DEFECTS FOUND. INSPECTE",3.6219785019528006
105199,L/H ENG #4 CYL BAFFLE WIRE STANDOFF BROKEN.,SEECURED WIRES TO OIL PAN.,8.88778367789423
105200,#2 CYL ON L/H ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,SECURED BAFFLE SEAL W/ POP RIVETS.,5.519736331145753
105201,#4 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED W/ NEW SILICONE GASKET.,8.988148858429605
105202,#4 INTAKE GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED W/ NEW INTAKE GASKET. FOUND PRIMER L,4.584606975541609
105203,#1 CYLINDER BAFFLE SEAL NEEDS TO BE REPLACED ON L/H ENGINE.,REMOVED OLD SEAL & INSTALLED NEW SEAL.,3.259528394209661
105204,COWL SEAL MISSING/LOOSE ON LOWER R/H ENGINE.,REGLUED IN POSITION.,3.237891090772922
105205,#2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,7.2309972388588335
105206,R/H ENGINE CARB HEAT BOX ARM LOOSE.,RESECURED CARB HEAT BOX ARM.,5.187285838849176
105207,CARB INLET GASKETS LEAKING ON BOTH ENGINES.,REMOVED & REPLACED L/H GASKET.,2.114213758099668
105208,CARB INLET GASKETS LEAKING ON BOTH ENGINES.,REMOVED & REPLACED R/H GASKET.,2.599864076504094
105209,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,9.81500313461657
105210,L/H INNER ENGINE BAFFLE TIE IS DISCONNECTED.,RECONNECTED BAFFLE TIE.,6.2098507802978045
105211,#4 INTAKE GASKET IS LEAKING.,REPLACED GASKETS. LEAK CK GOOD.,8.043981589447274
105212,"BAFFLE PLUGS ARE LOOSE, PATCHES ARE NEEDED.",INSTALLED BAFFLE PATCHES.,8.530443856645284
105213,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,5.5103601640035755
105214,"ENGINE RAN ROUGH AFTER START UP, W/ GAINS & DROPS OF ABOUT 8","PERFORMED GROUND RUN, OPS CK'ED GOOD. NO DEFECTS NOTED.",3.80370232733065
105215,#3 & 4 INTAKES LEAKING.,REPLACED INTAKE GASKETS.,9.054641934109979
105216,IDLE LOW.,"PERFORMED SEASONAL ADJUSTMENT, OPS GOOD.",9.521330567685226
105217,DURING POST FLIGHT FOUND OIL ON INTAKE PIPES.,"CLEANED OIL, RAN A/C, NO LEAKS NOTED. FOUND OIL TO BE R",1.174414809146751
105218,L/H ENG #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,9.29605168551466
105219,R/H ENG #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,0.9835320791537983
105220,R/H ENG #3 ROCKER COVER GASKET LEAKING.,"REMOVED COVER, FOUND DEBRIS UNDER SILICONE GASKET. CLEA",6.576703870558105
105221,OIL LEAK ABOVE L/H MAG.,LEAK CK GOOD.,1.2869879206002366
105222,BOTH OIL COOLERS DIRTY.,CLEANED OIL COOLERS.,6.349958129709598
105223,SNIFFLER VALVES DIRTY.,CLEANED SNIFFLER VALVES.,7.117891478289742
105224,OIL LEAK ABOVE L/H MAG.,REMOVED & REPLACED GASKET.,6.764438566614443
105225,#1 & 4 INTAKES HAVE EVIDENCE OF LEAKING.,REMOVED & REPLACED GASKETS.,5.835939565463503
105226,ROUGH ENGINE ON TAKE OFF,RAN UP TO CK FOR ROUGH RUNNING AFTER TAKE OFF. MAGS CK,8.60592017874415
105227,ROUGH ENGINE ON TAKE OFF,FOR BILLING PURPOSES ONLY,0.9777110003517164
105228,ENGINE IDLE SPEED 1650 RPM.,ADJUSTED IDLE.,3.8324187254255095
105229,BAFFLE PLUGS ARE LOOSE.,INSTALLED BAFFLE PLUG PATCHES & NEW PLUGS.,9.299450076289098
105230,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,2.4981973294429762
105231,OIL COOLER IS DIRTY.,CLEANED OIL COOLER.,7.0324600288860895
105232,#1 & 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,5.336703939246713
105233,"INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED INTAKE GASKETS.,6.747365617218609
105234,R/H AIR INTAKE HOSE NOT HOOKED UP.,"REINSTALLED SCAT TUBING, TIGHTENED CLAMP.",2.4566702850249555
105235,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,1.0992541555904867
105236,BAFFLE SEAL ABOVE #3 CYL LOOSE.,RESECURED BAFFLE SEAL.,5.981553282228664
105237,L/H AFT STAND OFF BROKEN.,REPLACED STAND OFF.,3.077346881465938
105238,INNER BAFFLE TIE DISCONNECTED.,REATTACHED BAFFLE TIE.,7.746607733010624
105239,#2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,2.85559681156224
105240,#2 INTAKE LEAKING.,REPLACED GASKET.,7.34855784496275
105241,R/H AFT BAFFLE BRACKET HAS BROKEN RIVETS.,REMOVED BAFFLE. REMOVED & REPLACED DAMAGED RIVETS. REIN,7.214123865644013
105242,#3 CYLINDER ROCKER COVER MISSING SCREW.,INSTALLED MISSING SCREW.,8.692075166782619
105243,ROUGH ENGINE,FOR BILLING PURPOSES ONLY,5.261062376446287
105244,ROUGH ENGINE,REMOVED ENG CYLINDER TOP & BOTTM SPARK PLUGS. CLEANED &,9.861672144556735
105245,"#4 INTAKE LEAKING, L/H ENG.",REPLACED GASKET.,0.8341346162930552
105246,R/H ENGINE #2 CYLINDER INTAKE GASKET LEAKING.,INSTALLED NEW GASKET.,4.306709274950404
105247,"AFTER START UP, ENGINE DIED.","RAN UP & WARMED UP ENGINE, NO DEFECTS NOTED. OPS CK'ED",5.976165216187757
105248,R/H ENG BACKBONE BOLT LEAKS A LITTLE OIL.,LEAK CK GOOD.,7.096359123099685
105249,"R/H ENGINE #1, 2 INTAKES LEAKING.",REMOVED & REPLACED GASKETS.,6.256194028272696
105250,R/H ENGINE #4 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,9.087328016184784
105251,R/H ENG BACKBONE BOLT LEAKS A LITTLE OIL.,CLEANED OUT & INSTALLED SEALANT.,3.726751181280954
105252,#3 CYLINDER HAS LOW COMPRESSION.,OIL HAS BEEN DRAINED.,9.2714170383557
105253,#3 CYLINDER HAS LOW COMPRESSION.,OPS & LEAK CK GOOD. REMOVED & REPLACED PUSH ROD. REMOVE,8.125947274260295
105254,#3 CYLINDER HAS LOW COMPRESSION.,REMOVED CYLINDER. TRANSFERRED INJECTOR & CHT PROBE TO O,5.1975849195460375
105255,ANY INCREASE IN THROTTLE WOULD CAUSE SPUTTER & DROP IN RPM.,PERFORMED GROUND RUN W/ ENGINE AT OPERATING TEMP. ALL E,7.573663410377663
105256,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,4.295679233825646
105257,#4 INTAKE GASKET LEAKING.,INSTALLED NEW GASKET.,6.475926518355895
105258,AFTER STORAGE RUN NEEDED.,"RAN A/C, ALL CHECKS GOOD.",8.829902861384076
105259,#2 CYL COMPRESSION LOW.,RUN UP & LEAK CK GOOD.,6.570331285543148
105260,"BAFFLE TIE ROD IN BETWEEN #1 & 3 CYL, NOT HOOOKED UP.",INSTALLED BAFFLE ROD.,6.835674326608633
105261,#2 CYL COMPRESSION LOW.,REMOVED BAFFLING FOR #2 CYL & ATTACHING PARTS. REMOVED,8.778843504675844
105262,"R/H ENG, R/H AFT ENGINE BAFFLE CRACKED.",STOP DRILLED CRACK.,2.594161902792483
105263,L/H ENG #3 & 4 INTAKE TUBE GASKETS LEAKING.,INSTALLED NEW GASKETS.,1.8947610411366067
105264,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,4.189148842341663
